Time  Up  Ip  Btor  Ur  Up  Ip  Btor  Ur
0  0,0210  -0,5638  -0,2682  -6,0000  0,0420  -0,5951  -0,2980  -8,0000
20,298  4,9140  27,9688  19,4296  558,0000  0,0420  -1,2528  19,5190  318,0000
20,332  5,1450  28,0627  19,4892  555,0000  0,0420  -1,2528  19,4892  318,0000
20,366  4,9140  28,1567  19,5190  553,0000  0,0420  -1,2528  19,4892  319,0000
20,4  4,9350  28,2506  19,5190  551,0000  0,0000  -1,2528  19,5488  320,0000
20,434  5,0820  28,3446  19,5190  547,0000  0,0210  -1,2528  19,5488  320,0000
20,468  4,8930  28,4699  19,5488  544,0000  0,0630  -1,2215  19,5488  320,0000
20,502  4,7460  28,5325  19,5488  542,0000  0,0000  -1,2215  19,5786  320,0000
20,536  4,5780  28,6265  19,5786  539,0000  0,0210  -1,2841  19,6084  320,0000
20,57  4,6410  28,7518  19,6084  537,0000  0,0210  -1,2528  19,6084  320,0000
20,604  4,3260  28,8144  19,6084  532,0000  0,0210  -1,2215  19,6382  321,0000
20,638  4,7040  28,9084  19,6084  529,0000  0,0210  -1,2215  19,6382  321,0000
20,672  4,3680  29,0023  19,6382  525,0000  0,0210  -1,2528  19,6680  322,0000
20,706  4,3050  29,0336  19,6382  523,0000  0,0420  -1,2215  19,6978  322,0000
20,74  4,2210  29,1589  19,6382  521,0000  0,0210  -1,2215  19,6978  322,0000
20,774  4,4520  29,2216  19,6382  519,0000  0,0000  -1,2528  19,6978  322,0000
20,808  4,2420  29,2842  19,6978  516,0000  0,0210  -1,2528  19,7276  323,0000
20,842  4,1370  29,3468  19,6978  513,0000  0,0420  -1,2215  19,7276  324,0000
20,876  4,2000  29,4095  19,6978  512,0000  0,0420  -1,1902  19,7276  323,0000
20,91  4,2840  29,4721  19,7276  511,0000  0,0210  -1,2215  19,7872  324,0000
20,944  4,0530  29,5034  19,7276  509,0000  0,0630  -1,2528  19,7574  324,0000
20,978  4,2000  29,5661  19,7574  507,0000  0,0210  -1,2528  19,7872  324,0000
21,012  4,0950  29,6287  19,7872  504,0000  0,0420  -1,2215  19,8170  324,0000
21,046  4,2000  29,6914  19,7872  503,0000  0,0420  -1,2528  19,8170  325,0000
21,08  3,9900  29,6914  19,7872  501,0000  -0,0210  -1,2528  19,8468  326,0000
21,114  4,1160  29,7853  19,8170  501,0000  0,0000  -1,2215  19,8468  325,0000
21,148  3,9900  29,8480  19,8170  499,0000  0,0210  -1,2215  19,8766  326,0000
21,182  3,9480  29,8793  19,8170  497,0000  0,0000  -1,2215  19,8766  326,0000
21,216  3,8640  29,9106  19,8468  496,0000  0,0630  -1,2215  19,8766  326,0000
21,25  3,9900  29,9419  19,8766  495,0000  0,0000  -1,1902  19,9064  326,0000
21,284  4,0950  30,0359  19,8766  493,0000  0,0000  -1,1902  19,9362  327,0000
21,318  4,1580  30,0672  19,8766  492,0000  0,0000  -1,1902  19,9362  328,0000
21,352  3,8640  30,0985  19,9362  490,0000  0,0210  -1,2215  19,9660  328,0000
21,386  4,0110  30,0985  19,9362  489,0000  0,0630  -1,1902  19,9660  328,0000
21,42  3,9060  30,1925  19,9660  487,0000  0,0630  -1,1902  19,9660  328,0000
21,454  3,6540  30,2238  19,9660  486,0000  0,0210  -1,1902  19,9958  329,0000
21,488  3,8850  30,2864  19,9958  485,0000  0,0420  -1,1902  19,9958  330,0000
21,522  3,6960  30,3178  19,9660  483,0000  0,0420  -1,2215  20,0256  332,0000
21,556  3,7380  30,3178  20,0256  483,0000  0,0210  -1,1902  20,0256  330,0000
21,59  4,1370  30,4430  20,0256  481,0000  0,0000  -1,1902  20,0554  331,0000
21,624  4,0110  30,4430  20,0554  480,0000  0,0210  -1,1902  20,0852  331,0000
21,658  3,7590  30,4744  20,0852  479,0000  0,0420  -1,1902  20,0554  332,0000
21,692  3,7380  30,5057  20,0554  477,0000  -0,0210  -1,2528  20,0852  331,0000
21,726  3,9060  30,5370  20,0852  476,0000  0,0000  -1,1588  20,1448  332,0000
21,76  3,7380  30,5683  20,0852  474,0000  0,0000  -1,1902  20,1150  332,0000
21,794  3,9690  30,5996  20,1150  473,0000  0,0420  -1,1588  20,1448  332,0000
21,828  3,6540  30,6310  20,0852  472,0000  0,0210  -1,1275  20,1448  333,0000
21,862  3,4650  30,6623  20,1448  471,0000  0,0210  -1,1588  20,1746  332,0000
21,896  3,5490  30,7249  20,1448  469,0000  0,0000  -1,1588  20,1746  334,0000
21,93  3,3600  30,7562  20,1448  468,0000  0,0000  -1,1275  20,1746  334,0000
21,964  3,5070  30,7562  20,1746  467,0000  0,0210  -1,1588  20,2044  334,0000
21,998  3,6960  30,7876  20,2044  465,0000  0,0420  -1,1588  20,2044  333,0000
22,032  3,6540  30,8189  20,2044  464,0000  -0,0210  -1,1588  20,2044  335,0000
22,066  3,5700  30,8815  20,2044  462,0000  0,0000  -1,1588  20,2044  335,0000
22,1  3,4020  30,8815  20,2044  462,0000  0,0210  -1,1588  20,2342  335,0000
22,134  3,4860  30,9442  20,2342  460,0000  0,0000  -1,1275  20,2342  335,0000
22,168  3,6120  30,9442  20,2640  459,0000  0,0000  -1,0962  20,2640  335,0000
22,202  3,4650  30,9755  20,2640  458,0000  0,0420  -1,1275  20,2938  335,0000
22,236  3,5490  31,0068  20,2938  457,0000  0,0420  -1,1275  20,2938  335,0000
22,27  3,4860  31,0068  20,2938  456,0000  0,0000  -1,1275  20,3236  335,0000
22,304  3,5910  31,0381  20,2938  455,0000  0,0210  -1,1275  20,3236  336,0000
22,338  3,5070  31,0694  20,3236  453,0000  0,0000  -1,1275  20,3236  336,0000
22,372  3,2760  31,1321  20,2938  451,0000  0,0420  -1,0962  20,3534  337,0000
22,406  3,5490  31,1634  20,2938  450,0000  0,0210  -1,1275  20,3534  337,0000
22,44  3,2970  31,1947  20,3236  449,0000  0,0210  -1,0962  20,3832  337,0000
22,474  3,4230  31,1634  20,3236  448,0000  0,0000  -1,1275  20,3832  337,0000
22,508  3,3390  31,2260  20,3534  447,0000  0,0420  -1,0962  20,3832  337,0000
22,542  3,2130  31,2260  20,3534  445,0000  -0,0420  -1,1275  20,3832  337,0000
22,576  3,3810  31,2260  20,3832  444,0000  0,0210  -1,0962  20,4130  338,0000
22,61  3,2970  31,2887  20,3832  442,0000  0,0630  -1,1275  20,4428  339,0000
22,644  3,4440  31,2887  20,3832  441,0000  0,0210  -1,0962  20,4428  339,0000
22,678  3,4860  31,2887  20,3832  440,0000  0,0000  -1,0962  20,4428  338,0000
22,712  3,5910  31,3200  20,4130  439,0000  0,0210  -1,0962  20,4726  339,0000
22,746  3,3810  31,3200  20,4130  439,0000  0,0210  -1,0962  20,4726  339,0000
22,78  3,1920  31,3826  20,4428  437,0000  0,0210  -1,0649  20,5024  339,0000
22,814  3,2550  31,3826  20,4726  435,0000  0,0210  -1,0649  20,5024  339,0000
22,848  3,1710  31,4140  20,4726  434,0000  0,0000  -1,0649  20,5024  339,0000
22,882  3,2340  31,4453  20,4726  433,0000  0,0420  -1,0649  20,5322  340,0000
22,916  3,0660  31,5079  20,5024  432,0000  0,0420  -1,0649  20,5322  339,0000
22,95  3,1710  31,4453  20,5024  430,0000  0,0210  -1,0649  20,5322  340,0000
22,984  3,1290  31,5079  20,5024  430,0000  0,0000  -1,0649  20,5322  340,0000
23,018  3,2760  31,5079  20,4726  429,0000  0,0420  -1,0649  20,5620  341,0000
23,052  3,4440  31,5079  20,5322  430,0000  0,0210  -1,0649  20,5918  341,0000
23,086  3,2760  31,5706  20,5322  429,0000  0,0210  -1,0649  20,5620  341,0000
23,12  3,2970  31,5706  20,5918  428,0000  0,0420  -1,0649  20,5918  341,0000
23,154  3,1500  31,5706  20,5620  427,0000  0,0420  -1,0649  20,5918  342,0000
23,188  3,2130  31,6019  20,5918  426,0000  0,0210  -1,0336  20,6216  341,0000
23,222  2,9610  31,5706  20,5918  427,0000  0,0210  -1,0649  20,6216  341,0000
23,256  3,2550  31,6332  20,5918  426,0000  0,0420  -1,0336  20,6216  342,0000
23,29  3,2130  31,6332  20,5918  425,0000  0,0210  -1,0336  20,6514  342,0000
23,324  3,1710  31,6645  20,6216  424,0000  0,0420  -1,0336  20,6514  342,0000
23,358  3,1920  31,6645  20,6216  425,0000  0,0420  -1,0336  20,6812  342,0000
23,392  3,1920  31,6332  20,6216  424,0000  -0,0210  -1,0649  20,6812  342,0000
23,426  3,0870  31,6645  20,6812  423,0000  0,0000  -1,0336  20,6812  343,0000
23,46  3,1710  31,6645  20,6812  422,0000  0,0420  -1,0022  20,6812  342,0000
23,494  3,1080  31,7272  20,6514  421,0000  0,0210  -1,0336  20,7110  343,0000
23,528  3,0030  31,6958  20,6812  420,0000  0,0210  -1,0022  20,7408  343,0000
23,562  3,0030  31,7272  20,6812  420,0000  0,0420  -1,0022  20,7110  343,0000
23,596  3,0030  31,7585  20,6812  419,0000  0,0000  -1,0022  20,7110  344,0000
23,63  2,9820  31,7585  20,7110  419,0000  0,0000  -1,0336  20,7408  342,0000
23,664  3,0660  31,7898  20,7110  420,0000  0,0000  -1,0022  20,7408  343,0000
23,698  3,0870  31,7898  20,7110  419,0000  0,0210  -1,0336  20,7706  343,0000
23,732  2,9190  31,7898  20,7408  419,0000  0,0210  -1,0022  20,7706  343,0000
23,766  2,8350  31,7898  20,7706  418,0000  0,0420  -1,0022  20,7706  343,0000
23,8  2,9820  31,8211  20,7408  417,0000  0,0210  -1,0336  20,8004  343,0000
23,834  3,1290  31,8211  20,7706  418,0000  0,0210  -0,9709  20,8004  343,0000
23,868  2,9610  31,8524  20,7706  418,0000  0,0420  -1,0022  20,8004  343,0000
23,902  2,8980  31,8524  20,8004  418,0000  0,0210  -0,9709  20,8004  343,0000
23,936  3,0240  31,8838  20,8004  418,0000  0,0630  -1,0022  20,8302  344,0000
23,97  3,1080  31,9151  20,8004  418,0000  0,0210  -0,9709  20,8302  344,0000
24,004  2,9400  31,8838  20,8302  418,0000  0,0210  -0,9709  20,8302  344,0000
24,038  3,0870  31,9151  20,8302  417,0000  0,0000  -0,9709  20,8600  344,0000
24,072  3,0450  31,9464  20,8302  417,0000  0,0210  -1,0022  20,8898  344,0000
24,106  3,0030  31,9464  20,8600  417,0000  0,0210  -0,9709  20,8600  345,0000
24,14  3,0030  31,9777  20,8600  417,0000  0,0000  -0,9709  20,8898  345,0000
24,174  2,9400  31,9777  20,8600  416,0000  0,0210  -0,9709  20,8898  344,0000
24,208  2,8980  32,0090  20,8898  417,0000  0,0420  -1,0022  20,8898  345,0000
24,242  2,8770  32,0090  20,8898  417,0000  0,0000  -0,9709  20,8600  345,0000
24,276  2,9190  32,0404  20,8898  416,0000  0,0000  -0,9396  20,8898  346,0000
24,31  2,9610  32,0404  20,8898  417,0000  0,0420  -0,9396  20,9196  345,0000
24,344  2,9610  32,0717  20,8898  417,0000  0,0420  -0,9709  20,9196  346,0000
24,378  3,0450  32,1030  20,9494  418,0000  0,0210  -0,9396  20,9196  346,0000
24,412  2,9820  32,0717  20,9196  418,0000  0,0420  -0,9396  20,9196  345,0000
24,446  2,9610  32,1030  20,9792  417,0000  0,0630  -0,9396  20,9494  346,0000
24,48  2,9820  32,1030  21,0090  417,0000  0,0210  -0,9396  20,9494  346,0000
24,514  2,9190  32,1030  20,9792  417,0000  0,0210  -0,9396  20,9494  346,0000
24,548  2,8560  32,1343  21,0090  417,0000  0,0420  -0,9396  20,9494  347,0000
24,582  2,9820  32,1343  21,0090  417,0000  0,0420  -0,9396  20,9792  346,0000
24,616  3,0030  32,1656  21,0090  418,0000  0,0210  -0,9396  20,9792  345,0000
24,65  2,9820  32,1656  21,0388  417,0000  0,0000  -0,9083  20,9792  346,0000
24,684  3,0450  32,1656  21,0090  418,0000  0,0000  -0,8770  21,0090  346,0000
24,718  2,9190  32,1970  21,0388  418,0000  0,0420  -0,8770  20,9792  345,0000
24,752  3,0240  32,2283  21,0388  418,0000  0,0210  -0,9083  21,0090  346,0000
24,786  2,9820  32,1970  21,0686  419,0000  0,0000  -0,8770  21,0388  347,0000
24,82  3,0660  32,2283  21,0686  420,0000  0,0000  -0,9083  21,0388  347,0000
24,854  2,8980  32,2596  21,0686  421,0000  0,0630  -0,8770  21,0090  347,0000
24,888  2,9610  32,2596  21,0686  420,0000  0,0210  -0,8770  21,0388  347,0000
24,922  2,8980  32,2596  21,0984  421,0000  0,0210  -0,8770  21,0388  347,0000
24,956  2,8350  32,2596  21,0984  421,0000  0,0000  -0,8456  21,0388  347,0000
24,99  2,9820  32,2909  21,0984  421,0000  0,0210  -0,8456  21,0984  347,0000
25,024  3,0240  32,3222  21,0984  421,0000  0,0630  -0,8456  21,0686  348,0000
25,058  2,9190  32,3536  21,1282  422,0000  0,0210  -0,8456  21,0686  349,0000
25,092  2,7930  32,3536  21,1282  423,0000  0,0000  -0,8456  21,0984  348,0000
25,126  2,8980  32,3849  21,1282  424,0000  0,0000  -0,8143  21,0984  349,0000
25,16  2,9400  32,4162  21,1282  423,0000  0,0000  -0,8143  21,1282  349,0000
25,194  2,8980  32,4162  21,1580  425,0000  0,0000  -0,8456  21,0984  349,0000
25,228  2,9190  32,4162  21,1580  425,0000  0,0210  -0,8143  21,1282  349,0000
25,262  3,0240  32,4475  21,1580  426,0000  0,0000  -0,7830  21,1282  349,0000
25,296  3,1290  32,4162  21,1580  428,0000  0,0000  -0,7830  21,1282  349,0000
25,33  3,0240  32,4788  21,1580  428,0000  0,0420  -0,8143  21,0984  349,0000
25,364  2,9400  32,4788  21,1878  429,0000  0,0000  -0,8143  21,1282  350,0000
25,398  2,9820  32,5102  21,1878  430,0000  0,0210  -0,8143  21,1580  350,0000
25,432  2,9400  32,5102  21,1878  431,0000  0,0000  -0,7830  21,1580  350,0000
25,466  3,0030  32,5102  21,2176  431,0000  0,0000  -0,7830  21,1282  350,0000
25,5  2,9610  32,5415  21,2176  433,0000  0,0420  -0,7830  21,1580  350,0000
25,534  3,0030  32,5415  21,1878  434,0000  0,0420  -0,7517  21,1878  351,0000
25,568  2,8560  32,5728  21,2176  434,0000  0,0210  -0,7830  21,1580  351,0000
25,602  2,9400  32,5728  21,2176  435,0000  -0,0210  -0,7830  21,1878  350,0000
25,636  3,0450  32,5728  21,2474  435,0000  0,0210  -0,7830  21,2176  351,0000
25,67  2,8980  32,6354  21,2474  436,0000  0,0420  -0,7517  21,2176  351,0000
25,704  2,9190  32,6041  21,2474  436,0000  0,0210  -0,7517  21,1878  352,0000
25,738  2,9190  32,6354  21,2772  437,0000  0,0210  -0,7517  21,2176  352,0000
25,772  2,9190  32,6354  21,2772  439,0000  -0,0210  -0,7830  21,2176  351,0000
25,806  2,9400  32,6668  21,2474  440,0000  -0,0210  -0,7830  21,2176  351,0000
25,84  2,8560  32,7294  21,2474  441,0000  0,0000  -0,7204  21,2474  352,0000
25,874  2,8350  32,6981  21,2772  442,0000  0,0420  -0,7204  21,2176  352,0000
25,908  3,0240  32,6981  21,2772  443,0000  0,0420  -0,7204  21,2474  352,0000
25,942  2,9400  32,7294  21,3070  444,0000  0,0210  -0,7204  21,2772  352,0000
25,976  2,9610  32,7294  21,2772  445,0000  0,0000  -0,7204  21,2474  352,0000
26,01  2,9400  32,7607  21,3070  445,0000  0,0210  -0,7204  21,2474  353,0000
26,044  2,9610  32,7607  21,2772  447,0000  0,0420  -0,7204  21,2772  353,0000
26,078  2,9820  32,7920  21,3070  448,0000  0,0000  -0,6890  21,2772  352,0000
26,112  3,0660  32,7920  21,3070  449,0000  0,0210  -0,6890  21,2772  353,0000
26,146  3,1500  32,7920  21,3070  451,0000  0,0210  -0,7204  21,2772  353,0000
26,18  2,9610  32,8234  21,3368  451,0000  0,0210  -0,6890  21,3070  353,0000
26,214  2,9400  32,8234  21,3070  452,0000  0,0000  -0,6577  21,3070  354,0000
26,248  2,8770  32,8547  21,3368  452,0000  0,0210  -0,6890  21,3070  355,0000
26,282  3,0240  32,8547  21,3666  454,0000  0,0210  -0,7204  21,3070  354,0000
26,316  2,9190  32,8860  21,3666  454,0000  -0,0420  -0,7204  21,3070  355,0000
26,35  2,9190  32,8860  21,3666  456,0000  0,0210  -0,6890  21,3070  355,0000
26,384  2,9820  32,9173  21,3666  457,0000  0,0420  -0,6890  21,3368  355,0000
26,418  3,1500  32,9173  21,3666  458,0000  0,0210  -0,6890  21,3368  355,0000
26,452  3,1080  32,9173  21,3666  459,0000  -0,0210  -0,7204  21,3070  355,0000
26,486  2,9400  32,9486  21,3666  460,0000  0,0420  -0,6577  21,3368  355,0000
26,52  2,9400  32,9486  21,3666  461,0000  0,0210  -0,6890  21,3666  356,0000
26,554  2,8770  32,9486  21,3964  462,0000  0,0210  -0,6890  21,3666  356,0000
26,588  3,0030  32,9486  21,3666  463,0000  0,0210  -0,6890  21,3666  356,0000
26,622  2,9190  32,9800  21,3964  464,0000  0,0000  -0,6890  21,3666  357,0000
26,656  2,9400  33,0113  21,3964  466,0000  0,0000  -0,6577  21,3666  357,0000
26,69  3,0030  33,0426  21,4262  467,0000  0,0210  -0,6890  21,3666  356,0000
26,724  2,9400  33,0426  21,3964  468,0000  0,0210  -0,6577  21,3666  357,0000
26,758  2,9190  33,0426  21,4262  469,0000  0,0000  -0,6577  21,3666  357,0000
26,792  2,9610  33,0739  21,4262  470,0000  0,0210  -0,6890  21,3964  358,0000
26,826  2,9610  33,0739  21,4262  472,0000  0,0210  -0,6577  21,3964  357,0000
26,86  2,9610  33,1052  21,3964  473,0000  0,0210  -0,6577  21,3666  358,0000
26,894  2,9610  33,1052  21,3964  474,0000  0,0000  -0,6577  21,3964  358,0000
26,928  2,8560  33,1052  21,4262  475,0000  0,0420  -0,6890  21,3964  358,0000
26,962  2,8560  33,1366  21,4262  477,0000  0,0210  -0,6577  21,3964  359,0000
26,996  2,8350  33,1366  21,4262  478,0000  0,0000  -0,6264  21,3964  359,0000
27,03  2,9610  33,1366  21,4262  478,0000  0,0210  -0,6577  21,4262  359,0000
27,064  3,0030  33,1366  21,4262  480,0000  0,0630  -0,6577  21,4262  360,0000
27,098  3,0030  33,1679  21,4262  481,0000  0,0000  -0,6577  21,4262  360,0000
27,132  3,0450  33,1992  21,4262  483,0000  -0,0210  -0,6890  21,4262  360,0000
27,166  2,9820  33,1992  21,4560  484,0000  0,0210  -0,6577  21,4262  360,0000
27,2  2,8770  33,1992  21,4262  485,0000  0,0210  -0,6264  21,4262  358,0000
27,234  2,9610  33,1992  21,4560  485,0000  0,0210  -0,6264  21,3964  360,0000
27,268  3,0450  33,1992  21,4560  487,0000  0,0210  -0,5951  21,4262  360,0000
27,302  2,9400  33,2305  21,4560  489,0000  0,0420  -0,6264  21,4262  360,0000
27,336  2,8560  33,2618  21,4560  490,0000  0,0000  -0,6264  21,4560  361,0000
27,37  2,9610  33,2618  21,4560  491,0000  0,0420  -0,5638  21,4560  360,0000
27,404  2,9610  33,2618  21,4560  493,0000  0,0000  -0,1253  21,4262  361,0000
27,438  2,8980  33,2932  21,4858  493,0000  0,0000  -0,4385  21,4560  361,0000
27,472  3,0030  33,2618  21,4858  494,0000  0,0420  -0,5638  21,4262  362,0000
27,506  2,8980  33,2932  21,4560  495,0000  0,0210  -0,5638  21,4560  361,0000
27,54  2,8560  33,2932  21,4858  497,0000  0,0000  -0,5951  21,4560  361,0000
27,574  2,8770  33,2932  21,4560  498,0000  0,0420  -0,5951  21,4560  362,0000
27,608  2,7930  33,3245  21,4858  498,0000  0,0210  -0,5638  21,4560  362,0000
27,642  2,7720  33,3245  21,4560  500,0000  -0,0210  -0,5951  21,4560  363,0000
27,676  2,9820  33,3245  21,4858  501,0000  0,0000  -0,5638  21,4560  362,0000
27,71  3,0240  33,3245  21,4858  502,0000  0,0210  -0,5324  21,4858  362,0000
27,744  2,7930  33,3245  21,5156  504,0000  -0,0210  -0,5951  21,5156  362,0000
27,778  2,7720  33,3558  21,4858  504,0000  0,0210  -0,5638  21,4858  363,0000
27,812  2,8560  33,3558  21,5156  506,0000  0,0420  -0,5324  21,4858  363,0000
27,846  2,8350  33,3558  21,5156  507,0000  0,0210  -0,5324  21,4858  364,0000
27,88  2,8770  33,3871  21,4858  508,0000  0,0210  -0,5011  21,4858  364,0000
27,914  2,8350  33,3871  21,5156  508,0000  0,0210  -0,5011  21,4858  364,0000
27,948  2,9190  33,3871  21,5156  511,0000  0,0210  -0,5011  21,4858  364,0000
27,982  2,9190  33,3871  21,5156  511,0000  0,0210  -0,5011  21,4858  365,0000
28,016  3,0030  33,3871  21,4858  513,0000  0,0000  -0,4698  21,4858  364,0000
28,05  2,8560  33,4184  21,5156  513,0000  0,0000  -0,4698  21,5156  364,0000
28,084  2,8770  33,4184  21,5156  515,0000  0,0420  -0,4698  21,4858  365,0000
28,118  2,8350  33,3871  21,5156  516,0000  0,0210  -0,4385  21,5156  365,0000
28,152  2,9400  33,4184  21,5156  517,0000  0,0000  -0,4385  21,5156  365,0000
28,186  2,8770  33,4184  21,5454  519,0000  -0,0420  -0,4698  21,5156  365,0000
28,22  2,8560  33,4498  21,5454  520,0000  0,0000  -0,4385  21,5156  366,0000
28,254  2,7090  33,4184  21,5454  522,0000  0,0420  -0,4385  21,5156  365,0000
28,288  2,7930  33,4498  21,5156  523,0000  0,0210  -0,4072  21,5454  366,0000
28,322  2,7720  33,4811  21,5156  522,0000  0,0000  -0,4385  21,5156  366,0000
28,356  2,7720  33,4498  21,5156  525,0000  0,0210  -0,4072  21,5454  367,0000
28,39  2,7720  33,4498  21,5454  527,0000  0,0000  -0,4385  21,5454  367,0000
28,424  2,8770  33,4811  21,5156  528,0000  0,0000  -0,4072  21,5454  366,0000
28,458  2,9820  33,4811  21,5454  530,0000  0,0210  -0,4072  21,5156  366,0000
28,492  2,9190  33,4811  21,5454  531,0000  -0,0210  -0,4385  21,5454  367,0000
28,526  2,9190  33,4811  21,5156  533,0000  0,0000  -0,3758  21,5156  367,0000
28,56  2,8140  33,5124  21,5156  533,0000  0,0000  -0,3758  21,5156  367,0000
28,594  2,9400  33,4811  21,5454  534,0000  -0,0210  -0,4072  21,5156  367,0000
28,628  2,9400  33,5124  21,5156  536,0000  0,0000  -0,4072  21,5454  368,0000
28,662  2,8350  33,5124  21,5156  536,0000  0,0210  -0,3758  21,5454  367,0000
28,696  2,8770  33,5124  21,5454  538,0000  0,0210  -0,3758  21,5454  368,0000
28,73  2,8140  33,5124  21,5454  539,0000  -0,0420  -0,4072  21,5454  368,0000
28,764  2,8770  33,5437  21,5454  539,0000  -0,0210  -0,4385  21,5454  368,0000
28,798  2,8560  33,5750  21,5454  541,0000  -0,0210  -0,4072  21,5454  369,0000
28,832  2,7930  33,5437  21,5454  542,0000  0,0210  -0,3445  21,5454  368,0000
28,866  2,7720  33,5750  21,5156  542,0000  0,0000  -0,3758  21,5454  368,0000
28,9  2,6880  33,5750  21,5454  544,0000  0,0630  -0,3758  21,5454  369,0000
28,934  2,8140  33,5750  21,5454  545,0000  0,0000  -0,3132  21,5156  369,0000
28,968  2,7720  33,6377  21,5454  546,0000  0,0210  -0,3132  21,5454  368,0000
29,002  2,8350  33,6064  21,5752  547,0000  0,0210  -0,3445  21,5156  369,0000
29,036  2,9820  33,6064  21,5752  548,0000  0,0000  -0,3445  21,5454  370,0000
29,07  2,8560  33,6377  21,5752  549,0000  0,0210  -0,3445  21,5454  370,0000
29,104  2,9190  33,6377  21,5752  552,0000  0,0000  -0,3132  21,5454  369,0000
29,138  2,6670  33,6064  21,5454  552,0000  0,0000  -0,3132  21,5454  369,0000
29,172  2,8140  33,6377  21,5454  554,0000  0,0000  -0,3132  21,5752  370,0000
29,206  2,7930  33,6690  21,5454  555,0000  0,0000  -0,3445  21,5454  370,0000
29,24  2,7930  33,6690  21,5752  556,0000  0,0000  -0,3132  21,5454  370,0000
29,274  2,8560  33,7003  21,5752  558,0000  -0,0210  -0,3445  21,5454  370,0000
29,308  2,6880  33,7003  21,5454  559,0000  0,0000  -0,3132  21,5454  370,0000
29,342  2,7090  33,7003  21,5752  560,0000  0,0000  -0,3132  21,5454  370,0000
29,376  2,7090  33,7003  21,5454  562,0000  0,0000  -0,2819  21,5454  370,0000
29,41  2,7090  33,7316  21,5454  564,0000  -0,0210  -0,3758  21,5454  371,0000
29,444  2,7090  33,7316  21,5752  565,0000  0,0210  -0,3132  21,5454  371,0000
29,478  2,8560  33,7316  21,5454  567,0000  0,0000  -0,2819  21,5454  371,0000
29,512  2,9190  33,7630  21,5752  567,0000  0,0000  -0,2506  21,5752  370,0000
29,546  2,7510  33,7630  21,5454  569,0000  0,0210  -0,3132  21,5454  371,0000
29,58  2,7090  33,7630  21,5752  569,0000  0,0000  -0,2819  21,5454  371,0000
29,614  2,8560  33,7943  21,5454  571,0000  0,0210  -0,2819  21,5454  371,0000
29,648  2,7930  33,7630  21,5454  574,0000  -0,0210  -0,3445  21,5752  371,0000
29,682  2,8980  33,8256  21,5454  574,0000  0,0000  -0,2819  21,5454  371,0000
29,716  2,9820  33,7943  21,5752  575,0000  0,0000  -0,2506  21,5454  370,0000
29,75  2,8770  33,7943  21,5454  576,0000  0,0000  -0,2506  21,5454  372,0000
29,784  2,7300  33,7943  21,5454  577,0000  -0,0210  -0,3132  21,5752  371,0000
29,818  2,8770  33,8256  21,5454  578,0000  0,0000  -0,2506  21,5454  371,0000
29,852  2,8560  33,8256  21,5454  580,0000  -0,0420  -0,2819  21,5454  372,0000
29,886  2,8770  33,8256  21,5752  580,0000  0,0000  -0,2506  21,5752  371,0000
29,92  2,7090  33,8256  21,5454  581,0000  0,0210  -0,2506  21,5156  371,0000
29,954  2,6670  33,8256  21,5454  582,0000  0,0210  -0,2506  21,5454  371,0000
29,988  2,7720  33,8569  21,5454  584,0000  0,0210  -0,2506  21,5454  372,0000
30,022  2,7510  33,8569  21,5454  585,0000  0,0210  -0,2506  21,5454  372,0000
30,056  2,9400  33,8569  21,5156  587,0000  0,0210  -0,2506  21,5454  371,0000
30,09  2,9610  33,8569  21,5454  587,0000  0,0000  -0,2506  21,5156  372,0000
30,124  2,7510  33,8882  21,5454  588,0000  -0,0210  -0,2819  21,5454  372,0000
30,158  2,8560  33,8882  21,5454  589,0000  0,0000  -0,2192  21,5156  371,0000
30,192  2,9610  33,8882  21,5454  590,0000  0,0000  -0,2192  21,5454  373,0000
30,226  2,8350  33,8569  21,5454  591,0000  0,0420  -0,1879  21,5752  372,0000
30,26  2,7300  33,8569  21,5454  592,0000  0,0000  -0,1879  21,5454  371,0000
30,294  2,7720  33,9196  21,5454  594,0000  0,0000  -0,1879  21,5156  373,0000
30,328  2,7300  33,8882  21,5156  595,0000  0,0210  -0,2192  21,5454  372,0000
30,362  2,7300  33,9196  21,5156  596,0000  0,0420  -0,2192  21,5156  372,0000
30,396  2,8980  33,9196  21,5454  596,0000  0,0420  -0,1879  21,5454  372,0000
30,43  2,7510  33,9196  21,5454  598,0000  -0,0210  -0,2506  21,5752  372,0000
30,464  2,6880  33,9196  21,5156  599,0000  0,0420  -0,1879  21,5454  372,0000
30,498  2,9190  33,9509  21,5156  600,0000  0,0000  -0,2192  21,5454  372,0000
30,532  2,9400  33,9196  21,5454  601,0000  0,0210  -0,1879  21,5156  373,0000
30,566  2,7930  33,9196  21,5156  602,0000  0,0000  -0,1879  21,5156  373,0000
30,6  2,7510  33,9509  21,5156  602,0000  0,0000  -0,1566  21,5156  372,0000
30,634  2,8350  33,9509  21,5156  602,0000  0,0000  -0,1566  21,5454  373,0000
30,668  2,6880  33,9509  21,5156  603,0000  0,0000  -0,1253  21,5454  373,0000
30,702  2,8140  33,9509  21,5156  605,0000  0,0210  -0,1879  21,5156  373,0000
30,736  2,7510  33,9509  21,5156  605,0000  0,0420  -0,1566  21,5156  373,0000
